"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","Seconds.of.Use.Interval"
24,0,14,7,17776,96,279,4,3,1,2,37,1091.11767795992,0,"[0,4e+04]"
10,0,50,3,2076,51,181,24,5,1,1,43,297.509269055146,1,"[0,4e+04]"
4,0,15,2,6196,174,165,38,1,2,2,49,4631.78234785039,0,"[0,4e+04]"
14,0,15,8,16292,181,16,7,4,2,1,30,1595.41703544374,0,"[0,4e+04]"
4,0,6,9,10315,114,149,14,2,1,1,22,884.878149332103,1,"[0,4e+04]"
11,1,27,3,11785,0,338,18,1,1,2,61,3189.17101841035,1,"[0,4e+04]"
4,1,15,3,8142,62,44,10,3,1,1,59,3934.98059383315,1,"[0,4e+04]"
16,1,50,8,6260,247,329,19,3,1,2,68,3766.17082800708,0,"[0,4e+04]"
16,0,36,1,15534,230,188,35,4,1,2,30,3593.53596393546,1,"[0,4e+04]"
23,1,55,4,4841,225,138,17,1,2,2,58,252.649877189836,1,"[0,4e+04]"
11,1,8,3,13384,18,60,13,4,2,1,28,3910.79759610223,1,"[0,4e+04]"
23,1,15,8,17443,30,293,37,3,1,1,54,2509.39320625929,1,"[0,4e+04]"
27,0,3,4,1922,120,321,24,3,1,1,49,3245.43010015758,0,"[0,4e+04]"
14,0,47,8,11991,23,32,15,5,1,2,62,4782.12312269613,1,"[0,4e+04]"
14,1,13,8,6101,210,298,17,3,1,1,59,4053.36269237028,0,"[0,4e+04]"
5,1,41,1,2473,160,414,0,2,1,2,35,4126.86004613002,0,"[0,4e+04]"
11,0,34,8,8108,254,111,39,5,2,1,46,907.336094390858,1,"[0,4e+04]"
26,0,24,2,15450,58,290,0,4,2,2,32,2382.08563161532,1,"[0,4e+04]"
28,1,40,3,10043,113,36,0,3,1,2,37,4746.62742505178,0,"[0,4e+04]"
19,0,32,0,16210,159,430,20,2,1,1,61,2913.42626035353,1,"[0,4e+04]"
17,1,32,0,4549,219,494,24,5,1,1,53,512.931848821191,0,"[0,4e+04]"
13,0,30,0,594,168,99,26,2,2,2,22,3659.09912442621,0,"[0,4e+04]"
1,1,52,8,16890,11,22,9,5,2,2,57,214.63423552525,1,"[0,4e+04]"
8,1,49,7,4889,241,419,49,5,2,1,54,3711.48633501869,1,"[0,4e+04]"
4,0,13,4,8212,138,423,11,5,1,2,50,4398.86313561324,1,"[0,4e+04]"
19,1,1,4,17783,96,486,27,4,1,1,35,2126.25070306667,0,"[0,4e+04]"
25,1,34,8,3201,146,217,48,5,2,1,36,2068.06431492544,0,"[0,4e+04]"
28,1,15,2,7854,181,88,31,5,2,2,68,1521.05688627363,1,"[0,4e+04]"
0,0,44,2,6763,56,208,32,2,1,1,49,4384.69142551866,1,"[0,4e+04]"
22,0,14,6,10653,41,270,7,5,2,2,59,2738.92302024193,0,"[0,4e+04]"
2,0,57,8,5190,198,420,41,4,2,1,39,2896.29970317309,0,"[0,4e+04]"
5,1,29,5,13715,30,236,25,2,2,2,58,3308.53695424977,1,"[0,4e+04]"
4,0,34,1,5681,179,387,41,5,1,1,18,1501.15473781439,0,"[0,4e+04]"
20,1,18,0,3678,1,405,49,2,1,1,42,2163.93155675206,1,"[0,4e+04]"
26,1,54,1,14102,287,208,40,4,2,2,37,3708.02881103149,0,"[0,4e+04]"
4,0,7,0,16720,137,277,1,2,2,1,52,4927.43484269493,1,"[0,4e+04]"
0,0,29,9,1667,104,464,34,4,1,2,62,171.527700322651,1,"[0,4e+04]"
16,1,55,9,17293,217,205,33,3,1,2,23,213.242489732837,0,"[0,4e+04]"
18,1,31,8,8204,221,77,5,5,2,2,23,2140.41240991464,0,"[0,4e+04]"
13,0,25,9,5122,104,400,30,4,2,2,67,3298.10917404807,1,"[0,4e+04]"
11,0,38,7,11217,126,327,22,5,2,2,54,1931.82312417658,1,"[0,4e+04]"
9,0,14,6,15583,264,97,11,4,1,1,66,4998.1932698259,1,"[0,4e+04]"
19,1,8,2,973,199,345,27,1,2,1,20,976.796290430679,1,"[0,4e+04]"
20,1,27,7,1408,251,364,14,1,2,1,54,39.6272900371375,0,"[0,4e+04]"
17,1,54,1,10135,14,349,18,1,2,1,48,950.646811563846,1,"[0,4e+04]"
23,1,2,1,18672,225,469,11,4,2,1,52,4434.2118755065,0,"[0,4e+04]"
26,1,17,9,8738,104,335,49,5,2,1,62,725.744964342323,0,"[0,4e+04]"
10,0,37,2,14349,232,93,47,1,1,1,32,2394.8739015332,1,"[0,4e+04]"
29,0,14,6,1218,218,79,1,5,2,2,34,2096.38090360724,0,"[0,4e+04]"
1,1,25,0,17804,276,37,10,4,2,2,32,3328.62660645564,0,"[0,4e+04]"
24,1,56,7,3377,260,407,43,5,1,2,22,272.977932097265,1,"[0,4e+04]"
17,0,30,6,10964,189,227,36,5,1,1,39,3293.75085533113,1,"[0,4e+04]"
28,0,29,3,4098,197,482,37,1,2,2,63,1773.75821991168,1,"[0,4e+04]"
24,0,20,4,19122,276,133,24,2,2,1,28,4630.19779541249,1,"[0,4e+04]"
6,0,21,9,7619,38,195,42,3,2,1,45,4244.43664792953,1,"[0,4e+04]"
23,1,53,0,11939,161,465,20,4,1,1,31,1997.53124238793,0,"[0,4e+04]"
14,0,22,3,18226,120,389,41,4,1,2,56,4964.45921758926,1,"[0,4e+04]"
10,1,35,0,19200,261,281,35,4,1,2,20,259.718763281236,1,"[0,4e+04]"
17,0,37,0,16878,215,100,8,3,1,2,69,3943.16110032095,0,"[0,4e+04]"
22,0,16,9,6560,48,474,11,2,2,1,59,2169.18262013681,1,"[0,4e+04]"
11,0,50,0,5510,91,424,9,5,1,1,28,2166.52572293793,1,"[0,4e+04]"
5,1,590,6,3444,128,74,45,4,2,1,47,850.668990726713,1,"[0,4e+04]"
19,1,49,6,7543,27,293,4,5,1,1,55,2574.3995998613,0,"[0,4e+04]"
22,0,43,3,12429,147,207,32,1,2,2,22,423.592484400426,1,"[0,4e+04]"
29,1,17,1,7253,64,82,4,1,2,2,69,3082.88589500189,1,"[0,4e+04]"
12,1,16,2,13775,217,426,15,1,2,2,39,1207.95220426944,1,"[0,4e+04]"
19,0,58,7,45,50,436,36,4,1,2,30,3624.29022884685,1,"[0,4e+04]"
15,0,55,7,15597,73,142,36,3,2,1,61,3036.80759128286,1,"[0,4e+04]"
17,1,2,5,2057,198,473,28,4,2,1,68,3732.02504375723,0,"[0,4e+04]"
9,1,4,9,663,191,55,17,1,2,2,68,3748.71035117106,1,"[0,4e+04]"
27,1,21,8,4668,188,360,28,1,1,1,38,983.545226102206,1,"[0,4e+04]"
22,0,39,8,18413,11,439,5,4,2,1,54,3.37364743298041,1,"[0,4e+04]"
7,0,34,3,5717,238,286,17,3,1,2,42,1828.80629696369,1,"[0,4e+04]"
17,1,30,0,2696,80,210,31,3,2,2,69,4595.34607898254,1,"[0,4e+04]"
20,0,6,0,13200,269,440,41,5,1,1,38,2889.49692317917,0,"[0,4e+04]"
0,0,17,9,16101,289,178,46,2,2,2,45,3637.51002812508,0,"[0,4e+04]"
22,1,39,4,8831,47,407,30,1,2,2,58,4397.85168761776,1,"[0,4e+04]"
7,1,25,1,19047,208,57,10,3,2,2,21,4530.29123862349,1,"[0,4e+04]"
28,0,5,5,19129,34,72,25,1,2,2,46,2645.12578654714,0,"[0,4e+04]"
5,0,5,6,5004,118,214,27,2,1,2,64,2704.71042456028,0,"[0,4e+04]"
4,1,20,0,13156,64,387,26,1,2,2,52,4254.69420616558,0,"[0,4e+04]"
14,0,16,5,4402,241,265,18,3,2,2,40,4037.42717645007,1,"[0,4e+04]"
21,0,51,7,10787,35,446,44,5,2,2,24,3494.29299952723,0,"[0,4e+04]"
14,1,41,4,14662,251,72,26,4,1,2,69,3022.32147058153,1,"[0,4e+04]"
1,1,37,6,19811,242,466,19,4,1,1,69,3086.0755128928,1,"[0,4e+04]"
0,0,40,9,5912,41,270,2,3,1,2,63,1814.55672311693,0,"[0,4e+04]"
290,0,9,5,199960,68,498,15,3,2,2,63,49994.5531075312,1,"(1.6e+05,2e+05]"
22,0,5,3,14635,106,353,38,2,1,2,26,3088.8985254363,1,"[0,4e+04]"
25,1,42,6,3597,38,233,43,1,1,1,40,1117.64031120766,0,"[0,4e+04]"
10,0,57,9,10524,68,318,28,2,1,2,20,1199.21639254769,1,"[0,4e+04]"
9,0,2,8,329,179,18,14,4,2,2,26,4308.01506886615,0,"[0,4e+04]"
29,1,9,9,17156,11,112,29,1,1,1,21,3128.53772818294,0,"[0,4e+04]"
17,1,43,9,1645,203,62,39,2,2,1,66,1993.52064213966,0,"[0,4e+04]"
17,0,36,6,18171,35,371,48,4,1,2,42,935.503796176438,1,"[0,4e+04]"
16,1,22,4,9815,125,183,0,1,1,1,23,3051.07986622601,0,"[0,4e+04]"
25,1,22,6,17383,62,276,28,5,2,1,65,921.551900097525,0,"[0,4e+04]"
7,0,22,2,1848,81,161,29,5,2,1,35,2350.83515609151,1,"[0,4e+04]"
14,1,34,1,1561,298,242,39,2,2,1,62,3387.55267120618,0,"[0,4e+04]"
7,1,55,4,773,33,144,45,3,1,1,24,2827.0771716056,1,"[0,4e+04]"
16,0,29,3,7311,239,145,31,1,2,2,52,4610.49950063134,1,"[0,4e+04]"
11,1,38,4,15203,96,80,9,2,2,1,48,198.606009258845,0,"[0,4e+04]"
26,0,59,7,18187,48,321,26,3,1,2,55,1398.97437925701,0,"[0,4e+04]"
7,0,46,3,9290,145,434,7,3,2,2,49,285.430506189905,1,"[0,4e+04]"
24,1,33,8,2050,124,320,35,1,2,2,52,973.021150107498,0,"[0,4e+04]"
13,1,18,6,17131,188,42,41,1,1,1,45,619.916679227653,1,"[0,4e+04]"
3,1,7,9,3973,56,312,34,3,1,2,61,3663.30813510116,0,"[0,4e+04]"
0,0,1,6,1615,108,393,35,4,1,1,22,1846.87970647199,1,"[0,4e+04]"
0,1,33,7,14550,4,292,47,2,2,2,47,4625.2213560151,0,"[0,4e+04]"
18,0,1,5,10494,23,175,35,1,1,2,39,116.888608460353,0,"[0,4e+04]"
15,1,24,7,5506,220,375,24,3,2,2,34,3264.62092472089,1,"[0,4e+04]"
13,1,4,2,13054,293,68,19,4,1,1,27,4852.72400132744,0,"[0,4e+04]"
20,1,4,9,13861,9,55,44,5,1,2,24,879.193599050093,0,"[0,4e+04]"
15,0,18,9,11587,164,118,16,3,1,1,21,2212.16115142791,1,"[0,4e+04]"
4,1,27,0,13515,214,203,22,4,2,1,59,3509.44945585137,1,"[0,4e+04]"
8,1,43,5,5854,125,419,24,5,2,1,44,3165.68999661584,1,"[0,4e+04]"
25,0,59,0,16600,266,414,47,4,2,2,24,2830.13565282835,0,"[0,4e+04]"
29,0,32,8,17743,279,54,48,1,2,2,40,1633.78063527203,0,"[0,4e+04]"
27,1,33,1,3774,87,37,30,3,2,2,28,3640.99976766451,1,"[0,4e+04]"
1,1,28,1,4927,113,242,5,5,1,2,25,3266.27638534168,1,"[0,4e+04]"
17,1,42,6,4429,20,200,34,4,1,1,25,814.001427218757,0,"[0,4e+04]"
5,0,41,1,4606,147,235,3,5,1,2,54,4820.45365652848,1,"[0,4e+04]"
8,0,55,9,4478,244,473,39,2,1,1,22,2778.3645447006,1,"[0,4e+04]"
0,0,36,7,16076,265,14,19,3,2,1,24,2627.30800517951,1,"[0,4e+04]"
8,0,6,5,18280,216,143,40,1,2,2,39,4241.18338793735,0,"[0,4e+04]"
24,1,16,6,7366,239,76,0,5,2,2,53,3202.06755314488,0,"[0,4e+04]"
15,0,34,6,4427,231,472,44,4,1,1,19,372.396433031876,1,"[0,4e+04]"
12,0,23,5,13476,231,477,25,5,1,1,41,2532.9468689513,0,"[0,4e+04]"
8,0,50,9,5361,241,308,33,4,2,2,68,3902.98246447007,0,"[0,4e+04]"
20,1,42,8,641,189,439,9,5,1,2,19,3499.90060088446,1,"[0,4e+04]"
12,1,24,8,10085,228,262,22,1,1,2,65,4853.84362071373,0,"[0,4e+04]"
8,0,56,6,19659,65,184,48,1,2,1,29,124.581398429655,1,"[0,4e+04]"
10,0,49,8,4050,278,54,23,3,1,1,64,1306.09478320201,0,"[0,4e+04]"
3,1,13,9,4553,268,307,12,1,2,2,59,2745.78228141213,1,"[0,4e+04]"
1,1,56,2,18688,208,3,28,5,1,1,43,3097.44899510375,1,"[0,4e+04]"
28,1,18,2,3343,15,298,45,5,2,1,55,1371.77992953872,1,"[0,4e+04]"
5,1,54,0,2056,296,39,26,1,1,1,62,4134.00833187932,0,"[0,4e+04]"
13,1,13,4,19192,219,229,30,2,2,1,23,821.738964580064,1,"[0,4e+04]"
3,1,49,3,9416,256,376,42,5,2,2,40,4.24554810859068,0,"[0,4e+04]"
5,1,37,1,7226,267,285,9,3,1,1,19,4761.95699188065,1,"[0,4e+04]"
18,1,43,8,886,228,137,30,2,1,2,43,1957.7839721505,0,"[0,4e+04]"
5,0,39,2,8584,118,477,38,1,2,2,31,4787.44900478047,1,"[0,4e+04]"
1,0,42,7,18830,177,102,9,4,2,1,35,1389.65800172612,1,"[0,4e+04]"
17,0,17,5,11530,19,6,23,5,2,2,55,317.24317565613,0,"[0,4e+04]"
12,0,15,4,3591,35,163,32,4,2,2,49,3862.59802276512,1,"[0,4e+04]"
8,0,18,0,18565,107,418,13,3,2,2,68,4179.09765912849,1,"[0,4e+04]"
22,0,23,3,16738,188,471,34,2,1,1,31,2460.43449423818,0,"[0,4e+04]"
18,1,54,2,2631,177,422,44,4,1,2,47,369.251700889323,0,"[0,4e+04]"
12,1,51,0,17905,95,419,33,3,1,1,30,3270.67037486669,1,"[0,4e+04]"
10,0,30,4,19056,19,364,16,4,1,2,57,910.719872375786,1,"[0,4e+04]"
0,0,58,5,11370,163,275,20,4,1,2,48,4246.90774078142,0,"[0,4e+04]"
23,1,34,1,18721,96,48,31,3,2,2,54,1370.11559771096,1,"[0,4e+04]"
29,1,58,2,17012,142,95,2,5,1,2,62,4238.53195156964,1,"[0,4e+04]"
21,1,4,5,2679,61,58,14,4,1,1,55,2134.6227094676,0,"[0,4e+04]"
6,0,3,3,4422,241,230,7,3,2,2,39,2982.43919624075,1,"[0,4e+04]"
24,1,7,8,7463,237,176,31,4,2,2,45,3947.81258410483,1,"[0,4e+04]"
20,0,56,4,9613,130,89,37,5,1,2,36,202.196214914657,0,"[0,4e+04]"
14,0,18,3,17510,92,281,25,3,1,1,60,4105.83003094892,1,"[0,4e+04]"
0,1,42,1,1780,90,35,29,4,2,1,33,693.240208827488,1,"[0,4e+04]"
11,1,7,5,9424,132,170,8,1,1,2,22,1792.09177601493,1,"[0,4e+04]"
25,0,40,9,6571,122,125,31,5,2,2,61,2363.90515055532,1,"[0,4e+04]"
6,1,6,1,825,117,482,10,4,1,2,66,4477.13291834314,1,"[0,4e+04]"
14,1,22,6,11155,197,298,21,2,1,2,19,112.203139477955,0,"[0,4e+04]"
20,0,58,2,2395,281,354,33,3,1,1,27,2796.01304148393,1,"[0,4e+04]"
18,1,1,8,4145,0,203,40,4,1,1,64,3212.61250031197,1,"[0,4e+04]"
27,0,4,4,15779,210,288,17,5,2,1,36,1582.91154549537,0,"[0,4e+04]"
28,0,46,7,5492,262,355,18,5,2,2,37,1452.4338565473,1,"[0,4e+04]"
24,1,49,5,7111,211,461,17,2,1,2,46,2452.34579255234,1,"[0,4e+04]"
0,0,52,9,13087,86,96,36,2,1,2,42,935.502089323363,1,"[0,4e+04]"
16,0,50,7,9984,152,237,17,4,1,2,34,2340.5946480248,0,"[0,4e+04]"
16,1,43,2,6792,186,172,11,1,1,1,68,3825.12661745074,1,"[0,4e+04]"
2,1,29,2,19935,60,300,3,5,2,1,68,4226.97752080257,0,"[0,4e+04]"
11,1,21,4,7711,284,87,46,1,2,1,30,1925.8069244945,0,"[0,4e+04]"
5,0,26,9,1565,94,398,42,1,1,2,62,3086.50856571843,1,"[0,4e+04]"
25,0,14,2,3667,273,350,26,4,2,2,33,0.102589804474862,0,"[0,4e+04]"
10,1,9,7,6459,40,16,4,3,2,2,52,2751.76241835726,0,"[0,4e+04]"
2,0,59,9,4096,146,139,5,3,1,2,53,4876.18152696245,0,"[0,4e+04]"
7,1,47,7,1019,245,253,12,3,1,2,56,1561.32513580606,0,"[0,4e+04]"
13,1,12,1,9476,131,277,22,2,1,1,20,2973.88062104623,1,"[0,4e+04]"
13,0,42,3,8254,296,150,41,5,2,2,26,3811.41828822807,1,"[0,4e+04]"
9,1,51,9,11584,122,345,24,2,2,2,57,3044.66510494821,1,"[0,4e+04]"
1,0,56,0,5965,142,333,45,5,2,1,67,2092.4998523342,1,"[0,4e+04]"
13,0,51,3,11464,181,139,3,5,2,1,63,762.877866547657,0,"[0,4e+04]"
8,1,6,3,18653,191,113,31,5,1,2,69,2318.50698729115,1,"[0,4e+04]"
2,0,20,9,12439,206,67,43,4,1,1,46,1473.92104589296,1,"[0,4e+04]"
20,1,24,8,4721,230,365,14,3,1,2,22,3479.60144380649,0,"[0,4e+04]"
25,0,27,2,8408,21,178,25,2,2,2,20,2209.56383857238,1,"[0,4e+04]"
7,0,38,1,195,79,124,41,2,1,1,27,4249.39882303661,0,"[0,4e+04]"
15,0,8,8,3273,129,396,10,4,1,2,48,966.612184465882,1,"[0,4e+04]"
1,1,1,8,15330,291,312,8,5,2,2,28,2088.60061026787,1,"[0,4e+04]"
5,0,54,0,10886,275,310,10,3,1,2,34,2787.52488197404,1,"[0,4e+04]"
27,1,49,5,3212,54,337,1,1,2,1,57,630.073380141476,0,"[0,4e+04]"
20,0,49,9,2755,65,362,44,1,2,1,58,2939.55038917244,1,"[0,4e+04]"
28,0,24,7,17905,226,411,26,4,1,1,25,1454.60702663788,1,"[0,4e+04]"
25,1,47,2,1080,25,357,25,3,1,1,69,1147.6859007433,0,"[0,4e+04]"
24,1,7,8,15501,252,232,7,1,2,2,19,709.553698646724,1,"[0,4e+04]"
11,1,19,1,17105,196,427,20,1,1,1,21,1749.40962816756,1,"[0,4e+04]"
4,1,22,5,14047,129,146,20,2,1,2,33,4644.91207597103,0,"[0,4e+04]"
1,1,57,0,17946,242,429,7,3,2,1,58,155.029296655292,0,"[0,4e+04]"
15,0,55,6,639,211,110,0,1,1,1,58,4260.7810415397,1,"[0,4e+04]"
4,0,35,2,12502,189,362,37,2,2,2,38,1986.8044889257,0,"[0,4e+04]"
14,1,30,6,5190,289,357,12,3,2,1,22,2808.00819363192,0,"[0,4e+04]"
11,0,29,3,3736,225,237,8,5,2,1,52,2564.06148462686,0,"[0,4e+04]"
3,0,22,8,16473,245,2,27,3,2,2,31,4628.70130803617,1,"[0,4e+04]"
14,0,11,4,1251,55,210,5,4,1,1,32,3850.64634602857,1,"[0,4e+04]"
10,1,20,2,9294,54,403,46,2,1,2,23,4924.11767663975,0,"[0,4e+04]"
15,0,29,7,16732,275,24,22,5,1,1,33,3972.14975810849,0,"[0,4e+04]"
22,0,51,5,4052,152,330,47,2,2,2,40,1479.44247103344,1,"[0,4e+04]"
5,0,41,1,19325,52,183,35,2,1,1,48,4814.41839679657,0,"[0,4e+04]"
13,1,42,2,271,110,464,16,1,2,2,59,4917.82895403962,0,"[0,4e+04]"
17,0,34,7,18414,203,60,8,3,2,1,63,615.468518083497,1,"[0,4e+04]"
11,0,1,9,11698,111,122,11,2,1,2,29,4505.22091891489,1,"[0,4e+04]"
26,1,31,6,15889,257,496,21,2,1,1,58,3321.01091446581,1,"[0,4e+04]"
10,1,30,9,9657,15,54,11,4,2,1,36,4609.96885016557,0,"[0,4e+04]"
12,0,48,5,9387,165,162,5,4,2,1,29,4578.69510109493,0,"[0,4e+04]"
20,0,18,0,16376,279,461,43,4,2,2,62,4456.86515593608,0,"[0,4e+04]"
22,1,55,8,11279,157,186,8,2,2,2,30,4426.3779684119,1,"[0,4e+04]"
10,1,58,2,12015,248,38,36,5,1,1,66,588.231194966093,0,"[0,4e+04]"
22,1,17,4,7041,180,184,2,3,1,1,19,717.57854139131,1,"[0,4e+04]"
15,1,38,6,17510,190,82,33,2,1,1,37,588.897096884833,1,"[0,4e+04]"
14,1,14,6,8708,138,194,7,1,2,1,48,455.145444001426,0,"[0,4e+04]"
20,1,23,2,10857,77,33,9,5,2,1,26,1766.42642536994,1,"[0,4e+04]"
27,1,25,3,9493,49,112,46,5,1,1,38,3419.79207162321,0,"[0,4e+04]"
14,0,15,9,8052,84,424,40,3,1,1,25,1773.46306536292,0,"[0,4e+04]"
24,1,46,6,16995,182,405,41,5,1,1,56,3601.50166637547,1,"[0,4e+04]"
3,1,56,7,17133,182,229,42,3,2,1,54,4101.41562510101,0,"[0,4e+04]"
10,0,22,1,13580,3,282,8,5,2,1,46,3331.07370073208,1,"[0,4e+04]"
18,1,3,8,18240,110,404,13,3,2,2,36,2325.52363141484,1,"[0,4e+04]"
14,1,56,6,17910,250,424,36,4,1,2,52,1477.58719795478,1,"[0,4e+04]"
3,0,55,7,10216,132,286,26,4,1,1,62,622.016812276154,0,"[0,4e+04]"
20,1,19,5,6229,99,154,40,5,1,1,55,2468.25913955692,0,"[0,4e+04]"
12,0,57,5,13343,171,164,31,5,1,1,43,3597.99476684949,0,"[0,4e+04]"
21,0,44,8,2098,286,449,3,3,1,2,28,2741.21605752024,1,"[0,4e+04]"
18,0,34,3,15438,118,181,1,3,1,2,53,3607.40959645231,1,"[0,4e+04]"
1,0,35,4,7865,174,238,32,2,2,1,52,1676.0983617175,0,"[0,4e+04]"
13,1,50,8,16557,29,136,20,4,1,1,21,333.98031527674,1,"[0,4e+04]"
28,0,1,0,12211,54,338,0,2,1,1,20,3855.48963016288,0,"[0,4e+04]"
3,0,52,3,500,195,425,43,2,2,2,62,1098.62055914778,0,"[0,4e+04]"
15,1,21,6,3646,40,419,10,1,2,2,64,3081.42530118012,0,"[0,4e+04]"
20,0,29,8,18747,172,265,0,3,2,2,29,4021.46372277367,0,"[0,4e+04]"
19,0,6,9,10048,218,186,45,1,2,2,49,695.550009223384,1,"[0,4e+04]"
13,0,37,5,11344,207,39,10,1,2,1,64,2992.47355006638,0,"[0,4e+04]"
26,0,1,7,18280,157,309,6,2,2,1,43,3446.87180920047,1,"[0,4e+04]"
28,1,51,8,9910,227,492,1,1,1,1,60,3732.65433409462,1,"[0,4e+04]"
14,0,1,9,1778,84,166,14,3,1,1,60,738.333055707438,0,"[0,4e+04]"
27,1,27,3,12984,172,390,7,2,1,1,30,4125.58080989686,0,"[0,4e+04]"
2,1,21,0,19441,244,259,46,3,1,2,61,470.74283075235,1,"[0,4e+04]"
7,0,53,7,5190,172,142,25,5,2,1,55,2597.91734078404,0,"[0,4e+04]"
15,0,16,1,15304,211,203,39,1,2,1,46,2217.0634809894,1,"[0,4e+04]"
9,0,44,0,6997,83,175,41,2,1,2,69,1108.83037117777,1,"[0,4e+04]"
3,0,59,6,12020,172,261,34,4,2,1,68,1509.6537072362,1,"[0,4e+04]"
29,1,54,9,4747,182,251,45,3,2,1,36,822.178916444509,1,"[0,4e+04]"
17,1,40,8,9286,132,328,40,1,1,1,52,2128.63097410627,0,"[0,4e+04]"
1,1,26,8,45,287,418,40,3,1,2,65,177.554637852801,0,"[0,4e+04]"
16,0,16,2,7758,261,199,20,3,1,1,58,4444.57637648078,0,"[0,4e+04]"
12,1,28,5,19585,281,198,37,5,1,2,44,817.436675182977,1,"[0,4e+04]"
3,0,1,6,455,292,195,7,3,1,2,63,4430.08878227974,0,"[0,4e+04]"
25,0,36,9,9854,268,313,42,5,1,2,48,4317.88700067002,1,"[0,4e+04]"
24,0,10,8,19308,196,76,31,5,1,2,20,2258.38603578843,1,"[0,4e+04]"
29,0,43,1,17349,24,18,7,5,1,1,52,2488.62856107546,1,"[0,4e+04]"
10,0,17,7,1528,140,61,43,1,2,2,41,1509.56770267241,0,"[0,4e+04]"
6,1,57,6,2976,222,326,9,3,1,1,69,4984.37299987765,0,"[0,4e+04]"
11,1,59,3,19455,19,393,22,3,2,2,24,3353.86095295112,1,"[0,4e+04]"
9,0,23,1,13288,246,280,3,5,1,1,68,4759.04142967776,0,"[0,4e+04]"
6,1,7,7,6387,200,427,47,3,2,1,52,2073.98422194089,1,"[0,4e+04]"
12,0,44,4,2521,114,249,37,3,1,1,38,4415.08289716393,0,"[0,4e+04]"
6,0,53,5,6525,188,226,29,5,1,1,18,2241.17316608534,0,"[0,4e+04]"
23,0,7,6,1126,25,126,40,4,1,1,61,4334.14436050656,0,"[0,4e+04]"
16,1,44,9,13348,53,57,22,4,1,1,23,654.632797474298,1,"[0,4e+04]"
9,0,15,0,7716,169,408,4,5,1,1,56,3184.27213384255,0,"[0,4e+04]"
28,0,34,7,16102,10,476,20,1,2,1,51,3393.51757419573,0,"[0,4e+04]"
9,1,46,3,3404,26,375,5,3,1,1,35,3280.85348643214,1,"[0,4e+04]"
23,1,45,8,4492,82,203,48,3,1,1,42,2235.13809019672,0,"[0,4e+04]"
3,1,4,0,2343,289,242,16,4,1,2,32,3419.58055015398,1,"[0,4e+04]"
19,0,14,1,106,37,366,24,5,2,1,64,1197.31550408297,0,"[0,4e+04]"
3,0,14,5,15195,86,423,23,1,2,1,49,2979.24297248543,1,"[0,4e+04]"
21,1,16,9,13241,155,331,21,5,2,1,59,2771.17462224665,1,"[0,4e+04]"
6,0,7,0,19538,285,499,12,4,2,2,66,1591.69761065213,0,"[0,4e+04]"
21,1,32,3,12575,185,325,16,4,2,2,67,3894.31904490615,1,"[0,4e+04]"
0,1,19,7,4801,181,251,13,3,2,1,35,404.360327293405,1,"[0,4e+04]"
11,0,2,9,5580,142,393,33,2,1,1,48,857.19830646035,0,"[0,4e+04]"
23,0,10,4,16598,205,321,25,1,1,2,46,2355.75019809719,0,"[0,4e+04]"
12,1,50,8,5400,141,375,18,1,1,1,32,4458.68348962548,0,"[0,4e+04]"
9,1,17,5,6875,184,492,25,2,2,1,40,2875.79777263974,0,"[0,4e+04]"
14,1,37,0,8656,240,408,2,4,1,2,55,4210.33425469597,1,"[0,4e+04]"
26,1,12,5,6247,7,198,1,5,1,2,58,2587.84859573797,1,"[0,4e+04]"
12,0,6,5,6177,71,487,27,1,2,1,28,3927.27984305473,0,"[0,4e+04]"
22,1,22,5,7269,287,342,1,2,1,1,32,1628.98697372813,0,"[0,4e+04]"
21,1,32,7,14974,94,239,21,3,1,1,40,4075.71158593819,0,"[0,4e+04]"
21,1,41,5,14037,156,138,6,3,1,2,20,2008.43035282884,0,"[0,4e+04]"
20,0,20,4,18756,40,121,3,4,2,1,36,2794.15580705928,1,"[0,4e+04]"
21,0,1,1,16167,268,419,48,1,2,1,18,879.407457650805,1,"[0,4e+04]"
27,1,54,3,10380,154,48,37,5,1,2,41,4602.16512052778,1,"[0,4e+04]"
8,0,47,9,6617,274,303,38,1,1,1,66,3507.29559718638,1,"[0,4e+04]"
25,0,53,4,303,153,114,19,3,2,1,28,4294.27409574689,1,"[0,4e+04]"
8,0,58,9,12683,52,342,5,1,2,1,47,1039.31453577716,0,"[0,4e+04]"
14,1,6,3,16717,178,250,8,3,2,1,67,338.421776346182,0,"[0,4e+04]"
9,1,19,1,11025,239,490,30,2,2,2,28,1686.04631655507,1,"[0,4e+04]"
23,0,18,6,18715,136,6,25,2,1,2,56,2583.42695477466,1,"[0,4e+04]"
25,1,6,9,4561,254,218,35,3,2,2,18,4011.84941479518,0,"[0,4e+04]"
24,1,45,9,79,223,76,25,5,1,1,29,1988.63207753044,1,"[0,4e+04]"
28,0,33,1,3763,179,178,27,5,2,1,21,1349.79162450529,1,"[0,4e+04]"
9,0,23,0,10169,181,144,4,1,1,1,42,1862.7255620769,1,"[0,4e+04]"
7,1,23,4,17116,258,415,9,3,2,1,25,3518.03705230578,1,"[0,4e+04]"
